activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean()
LAYING,0.27812334,-0.017146303,-0.10801374,-0.20871697,0.77129107,0.58933471,0.075608951,0.012335201,0.0013993239,-0.030431147,-0.073488076,0.055590694,-0.098206257,-0.041243883,-0.046094169,-0.99742945,-0.99742945,-0.99351031,-0.98814549,-0.9987064,-0.99470159,-0.99566666,-0.99156425,-0.99303347,-0.99262297,-0.990766,-0.99851987,-0.99647274,-0.99242118,-0.99485336,-0.99297665,-0.99698871,-0.99911686
LAYING,0.27800654,-0.01780317,-0.10896485,-0.20863346,0.77135108,0.58963487,0.075657984,0.0050748365,-0.0012262263,-0.02979633,-0.071422989,0.075146974,-0.098012593,-0.038934592,-0.048297637,-0.99741966,-0.99741966,-0.99320615,-0.99251294,-0.9982823,-0.99403729,-0.99237655,-0.99333595,-0.99250045,-0.9898414,-0.99007664,-0.9985193,-0.9957374,-0.99040119,-0.99603683,-0.99315112,-0.99599918,-0.99859072
LAYING,0.2802064,-0.01839626,-0.10748863,-0.20856027,0.7707487,0.59001704,0.073531787,0.010824142,-0.0019587455,-0.02885418,-0.072704386,0.085061987,-0.097892616,-0.038695857,-0.057581924,-0.99728212,-0.99728212,-0.9949283,-0.9959893,-0.99875541,-0.99569054,-0.99259551,-0.99203037,-0.99512491,-0.99247489,-0.99221261,-0.99866809,-0.99586517,-0.99505323,-0.99390379,-0.99399846,-0.99789256,-0.99871186
LAYING,0.28182774,-0.018626474,-0.10527824,-0.20760682,0.76992271,0.5904504,0.073964485,0.014924539,-0.0019185204,-0.027737135,-0.075772812,0.086471819,-0.097968616,-0.041539573,-0.0556776,-0.9957705,-0.9957705,-0.9932731,-0.99683171,-0.99906282,-0.99529395,-0.98974733,-0.99107413,-0.99453409,-0.98683269,-0.99182548,-0.99922538,-0.99727454,-0.99484631,-0.99334705,-0.99422415,-0.99828512,-0.99929934
LAYING,0.27672941,-0.017209548,-0.10563797,-0.20636268,0.7692959,0.59130586,0.078027424,0.0085359751,-0.0052980182,-0.027415438,-0.076236511,0.088193255,-0.097854591,-0.041437227,-0.051773459,-0.9958683,-0.9958683,-0.99125179,-0.99705625,-0.99886744,-0.99307421,-0.98879666,-0.99237312,-0.99174989,-0.98657491,-0.9907817,-0.99955507,-0.99748347,-0.994006,-0.99380693,-0.99574837,-0.99861154,-0.99902758
LAYING,0.27588359,-0.016150309,-0.10882921,-0.20649916,0.7691518,0.59214322,0.079217587,0.013871292,0.0020966176,-0.027557917,-0.074717452,0.087574809,-0.098663635,-0.040145171,-0.054970621,-0.99758819,-0.99758819,-0.99333114,-0.99661933,-0.99864793,-0.99480416,-0.99380373,-0.99248491,-0.99299983,-0.99288781,-0.99038501,-0.99811521,-0.99633237,-0.99551228,-0.99629652,-0.99630902,-0.99914259,-0.99859962
LAYING,0.27783021,-0.017684054,-0.1057035,-0.20702615,0.76962832,0.59219232,0.074492793,0.015421882,0.0049166674,-0.028189688,-0.075922288,0.085242467,-0.098786707,-0.043011336,-0.055590732,-0.99786725,-0.99786725,-0.99407848,-0.99624004,-0.99853912,-0.9951802,-0.99388245,-0.99360666,-0.99308043,-0.9942709,-0.990698,-0.9974977,-0.99584522,-0.99508298,-0.9981129,-0.9958311,-0.99820311,-0.99848869
LAYING,0.27937115,-0.017644953,-0.10818111,-0.20699211,0.76946735,0.59291655,0.072594696,0.010275519,-0.002639534,-0.027948324,-0.075748823,0.086152221,-0.097773433,-0.041491156,-0.054167484,-0.9973188,-0.9973188,-0.99366314,-0.99595283,-0.99840939,-0.99354586,-0.9939895,-0.99425916,-0.99092769,-0.99366968,-0.99164211,-0.99906969,-0.99584,-0.99472143,-0.99831041,-0.99276118,-0.99768722,-0.99870411
LAYING,0.019016151,-0.0070373566,-0.028333356,0.044743889,0.75845367,0.50493607,0.33481779,-0.087342242,-0.24078322,0.20204982,0.040694905,0.73162657,-0.11950341,-0.033136459,-0.081185235,-0.72162699,-0.72162699,-0.9219028,-0.6073844,-0.95018467,-0.66860442,-0.78963798,-0.73499812,-0.91582762,-0.85963,-0.91560292,-0.89235795,-0.91669974,-0.87882562,-0.47786351,-0.86488401,-0.87785926,-0.93188247
LAYING,0.3402085,-0.036452984,-0.10625819,-0.047727828,0.76866913,0.54098815,0.071098045,0.026827472,0.040107846,0.1186012,-0.018781307,0.51290211,-0.11843114,-0.038440072,-0.13626567,-0.94290262,-0.94290262,-0.98397266,-0.75196917,-0.98912638,-0.97498679,-0.95410178,-0.97750397,-0.98210907,-0.98237072,-0.97633568,-0.94716517,-0.97938782,-0.87408467,-0.96740935,-0.98214074,-0.90194398,-0.98755082
LAYING,-0.16642569,-0.11935251,0.13303497,-0.041699844,0.75554154,0.54742535,-0.043507411,-0.053766392,0.19503419,-0.059379779,0.08809224,0.13125568,-0.04233134,-0.07304167,-0.056678688,-0.51842779,-0.51842779,-0.85561065,-0.59910183,-0.86875596,-0.74175973,-0.37047418,-0.54169783,-0.87009876,-0.66911521,-0.81513119,-0.37539089,-0.82273127,-0.62389734,-0.40526174,-0.72619041,-0.44981321,-0.76672615
LAYING,-0.23910256,-0.096904391,0.14803461,-0.18770377,0.70262213,0.63722785,0.11314268,0.074806311,-0.10382637,-0.035961192,-0.034605486,0.058812713,-0.096588812,-0.074083925,-0.056614254,-0.36210824,-0.36210824,-0.82366323,-0.54709337,-0.83080792,-0.78254802,-0.35302765,-0.58238308,-0.86668292,-0.65948137,-0.80855043,-0.35137583,-0.80542284,-0.63205493,-0.50202182,-0.72546081,-0.45857638,-0.76196065
LAYING,0.34696848,0.069408647,-0.20082552,-0.35145953,0.65518574,0.73110976,0.20887536,0.11372797,-0.22303817,0.082133212,-0.24323522,0.21592953,-0.19508446,-0.0046289995,-0.12899286,-0.67636425,-0.67636425,-0.94306581,-0.80157467,-0.94608038,-0.82682765,-0.80454766,-0.71690557,-0.96309193,-0.91342804,-0.94547883,-0.77139478,-0.93047351,-0.90206889,-0.79232273,-0.9445135,-0.80248618,-0.93403494
LAYING,0.30383319,0.1036482,-0.24533103,-0.33939193,0.6970974,0.70209116,-0.048777316,0.14548517,0.10475315,-0.036936103,-0.057546422,-0.052175402,-0.79429092,0.069186911,-0.21966787,-0.63496006,-0.63496006,-0.85112159,-0.71573909,-0.87102635,-0.77764042,-0.65641474,-0.74389472,-0.84128694,-0.77748827,-0.86899322,-0.35965028,-0.79638339,-0.6394989,-0.71639747,-0.83435446,-0.41740016,-0.73301366
LAYING,-0.36120533,-0.26812111,0.17689637,-0.36048,0.71643717,0.6629796,0.020624221,-0.26870572,0.23693914,-0.23782482,0.0013208186,-0.098544364,-0.26163473,-0.11985833,-0.012435592,-0.062945893,-0.062945893,-0.56428225,-0.40112981,-0.67562773,-0.62167946,0.26319965,-0.25634415,-0.63698626,-0.21058319,-0.57076123,0.0057825797,-0.66275526,-0.53699297,-0.091821255,-0.35848249,-0.10202009,-0.60822781
LAYING,-0.27706634,-0.68409659,0.34665772,-0.57349604,0.52510468,0.77976328,0.17061123,-0.3848919,-0.028640525,-0.22981397,-0.084139792,0.12658478,0.60049262,-0.14450577,0.10627918,0.29483896,0.29483896,-0.62540929,-0.48420622,-0.75023599,-0.60838922,0.029028661,-0.31756454,-0.65892981,-0.24437788,-0.5777608,0.20023571,-0.68059349,-0.64274198,-0.220785,-0.33175609,0.10504627,-0.61261081
LAYING,0.2574765,-0.41386534,0.017374188,-0.74182101,0.16014065,0.94954331,0.11161264,0.3056408,-0.22123434,0.049928814,-0.11530276,0.19568759,0.11264077,0.02773879,-0.064159118,-0.33101576,-0.33101576,-0.92047767,-0.73358055,-0.95082172,-0.90611827,-0.38761604,-0.72773664,-0.90822047,-0.8793609,-0.89344593,-0.64389389,-0.86035895,-0.89368601,-0.49856777,-0.87188606,-0.76682956,-0.91304149
LAYING,0.27683965,-0.02714766,-0.1231748,-0.75672502,-0.05899586,0.9993499,0.06719499,0.22425664,-0.00032738316,0.16127991,-0.13043859,0.21213106,-0.11341681,-0.029336611,-0.066985016,-0.84935162,-0.84935162,-0.97568945,-0.79201016,-0.98514778,-0.97590839,-0.68463497,-0.9819809,-0.97465148,-0.96828834,-0.98784889,-0.95500016,-0.97999511,-0.97315134,-0.78142895,-0.97823155,-0.95044369,-0.98525063
LAYING,0.26865095,0.016430154,-0.10372571,-0.75607738,-0.068420491,0.99429673,0.077417432,-0.037359808,0.0074256146,0.086572053,-0.10767743,0.15907433,-0.13014634,-0.036068798,-0.069935123,-0.95078066,-0.95078066,-0.98420696,-0.87634272,-0.9900837,-0.98176325,-0.93234665,-0.98938688,-0.97598056,-0.97793988,-0.99128063,-0.94593892,-0.98624614,-0.97448174,-0.94537225,-0.98065971,-0.9424823,-0.98690955
LAYING,0.28526329,-0.008888811,-0.10374518,-0.75875146,-0.045998244,0.9957729,0.080899203,-0.00041533963,-0.017179454,0.018982197,-0.088940444,0.11034306,-0.12062556,-0.035133122,-0.064724956,-0.98981335,-0.98981335,-0.99420976,-0.95121536,-0.99619712,-0.99356756,-0.98321534,-0.99346289,-0.99267002,-0.98906796,-0.99440684,-0.96457419,-0.99383036,-0.98426332,-0.99186108,-0.99656785,-0.96361471,-0.99691603
LAYING,0.28347732,-0.0075244582,-0.10928717,-0.75643925,-0.040042686,0.99732192,0.067279115,0.0083881751,0.00059152697,-0.022319625,-0.073791881,0.081217964,-0.11018738,-0.038877206,-0.060758143,-0.99056014,-0.99056014,-0.99250833,-0.98737097,-0.99612359,-0.99230658,-0.98817303,-0.9939374,-0.99132506,-0.99219263,-0.99003854,-0.97878881,-0.994053,-0.99172103,-0.99330024,-0.99527734,-0.98660836,-0.99644444
LAYING,0.27302712,-0.010196757,-0.11115339,-0.75507694,-0.034589346,0.99683535,0.071901676,0.01871745,0.0076429677,-0.033496634,-0.06870624,0.076413374,-0.10087654,-0.036907457,-0.050117834,-0.9923007,-0.9923007,-0.99000829,-0.99204765,-0.99653651,-0.99141608,-0.98845507,-0.9933639,-0.98867465,-0.98980859,-0.99029168,-0.99195184,-0.99648298,-0.99483133,-0.99445429,-0.99391936,-0.9952448,-0.99665054
WALKING,0.28202157,-0.037696218,-0.1348973,0.94530277,-0.24594143,-0.032164781,-0.15648565,-0.14285296,-0.11307869,-0.47972952,0.082034033,0.25644309,0.094248032,-0.47621005,-0.14213364,-0.22455962,-0.22455962,-0.28942433,-0.034395601,-0.46614969,-0.26090491,-0.1225668,-0.33121596,-0.21046447,-0.26352811,-0.53570907,-0.18478068,-0.19802441,-0.30755844,-0.16681083,-0.15404481,-0.22217604,-0.43183165
WALKING,0.25584075,-0.064550029,-0.095186339,0.941113,-0.25203524,-0.032883452,-0.2075541,0.35784284,-0.45240093,0.094091481,-0.30915291,0.086441165,0.16674262,-0.033796125,-0.089260236,-0.12650269,-0.12650269,-0.13850122,-0.14093823,-0.38991977,-0.15111525,-0.029049967,-0.25730713,-0.17833844,-0.12083878,-0.49894754,-0.20450954,-0.24583137,-0.31117804,-0.079277624,-0.17844557,-0.26827982,-0.42818587
WALKING,0.25486723,0.0038147234,-0.12365809,0.9463639,-0.2642781,-0.025575066,0.20160447,0.41708229,0.13907817,0.21120057,-0.27290542,0.10198601,-0.1632255,-0.0055604084,-0.23155479,-0.16010001,-0.16010001,-0.19435478,-0.094593563,-0.37415066,-0.23040737,0.025426852,-0.37731132,-0.19265346,-0.10961071,-0.52564781,-0.31708155,-0.2081588,-0.18579836,-0.15631258,-0.14943801,-0.30867072,-0.40103832
WALKING,0.34337048,-0.014446221,-0.16737697,0.95244515,-0.25983791,-0.026131065,0.33608453,-0.46414358,-0.0050257445,0.096081738,-0.16339425,0.025859464,-0.054628854,0.34028929,-0.26967159,-0.07351308,-0.07351308,-0.12948008,-0.049340623,-0.23647406,-0.15132288,0.1952672,-0.32123865,-0.18341895,-0.025971976,-0.48742267,-0.16221058,0.026553035,-0.18046872,-0.10437689,-0.13222215,-0.06013149,-0.21766885
WALKING,0.27623973,-0.029638413,-0.14261631,0.94712514,-0.25710034,-0.028422611,-0.23562339,-0.11177723,0.1726546,0.0087423875,0.011660578,0.0041745148,-0.075668238,0.17146688,0.13645072,-0.04949205,-0.04949205,-0.1598686,-0.021410464,-0.22009657,-0.22580363,0.11028848,-0.20488317,-0.28524022,-0.011101847,-0.42589499,-0.23710582,0.047211246,-0.2579581,-0.12319532,-0.11608747,-0.0038214657,-0.18755095
WALKING,0.25546822,0.021219063,-0.048949431,0.94574875,-0.25477781,-0.026521446,0.11592991,0.23466731,0.36150518,-0.0425566,0.097617796,0.084655454,-0.33244254,-0.40624756,0.23877062,-0.077394435,-0.077394435,-0.2060086,-0.13887531,-0.3038356,-0.29042868,0.057822283,-0.24835735,-0.29804684,-0.051726769,-0.43348651,-0.34753471,-0.035159614,-0.33384574,-0.20002501,-0.15902098,-0.17453126,-0.33835881
WALKING,0.32113983,0.0015817951,-0.043553705,0.95021213,-0.24482976,-0.023627905,0.30483318,-0.094993043,-0.36239501,-0.037246509,-0.097676458,0.13248328,-0.25613684,-0.19043807,-0.010926571,-0.09549311,-0.09549311,-0.1466642,-0.19638987,-0.32711536,-0.16356217,-0.041627698,-0.25329234,-0.16775317,-0.1498672,-0.45649574,-0.39590549,-0.14616569,-0.27622589,-0.14847221,-0.13543936,-0.26831853,-0.3971911
WALKING,0.2346659,-0.049547719,-0.11175723,0.94913033,-0.23690505,-0.022201127,-0.2091684,0.17500548,-0.42042207,-0.016108606,-0.2247527,0.14882964,0.064369619,-0.068501754,-0.20808194,-0.11344328,-0.11344328,-0.097063034,-0.14638251,-0.30373917,-0.18777314,-0.0046568174,-0.2686715,-0.17170095,-0.12720584,-0.4353911,-0.32008271,-0.10693741,-0.22430549,-0.11082694,-0.088076196,-0.24418375,-0.35354882
WALKING,0.31263404,-0.026367749,-0.13095121,0.94691727,-0.26205559,-0.020235796,-0.094394668,0.013017354,-0.30579489,-0.23928593,0.078229978,0.043137262,0.034467284,-0.34622965,0.19077019,-0.1696296,-0.1696296,-0.28756092,-0.21472204,-0.46434627,-0.2749068,-0.062349562,-0.31909457,-0.32488554,-0.15821185,-0.56272771,-0.3276796,-0.25778599,-0.35621853,-0.25871717,-0.21590346,-0.30917911,-0.47289324
WALKING,0.2769154,-0.03548621,-0.080569176,0.94686993,-0.25580058,-0.035627962,-0.17405369,-0.044309143,-0.31650894,-0.070738847,-0.11881544,0.14989071,0.18603411,-0.33257964,-0.02649704,-0.10747234,-0.10747234,-0.16292627,-0.17879454,-0.39277622,-0.23624459,0.10852771,-0.2746545,-0.23747019,-0.039713237,-0.45371719,-0.2931536,-0.18697858,-0.28535159,-0.16322391,-0.083012895,-0.33790803,-0.4493405
WALKING,0.20530739,-0.0085082782,-0.11964696,0.9454189,-0.25466811,-0.032057504,0.314329,-0.037260786,-0.10858857,0.01278096,-0.29505011,0.18375478,0.045082723,0.2244584,-0.25061744,-0.12980293,-0.12980293,-0.2019714,-0.18656546,-0.38941355,-0.20511072,-0.042937314,-0.33885732,-0.23343978,-0.16820535,-0.47693821,-0.37832881,-0.2457801,-0.28740226,-0.22227743,-0.13711251,-0.33261203,-0.46244652
WALKING,0.30699599,-0.01378698,-0.18016197,0.94193674,-0.25575938,-0.026832917,0.46707036,-0.37921519,-0.12680689,-0.019691717,-0.16320524,0.099528543,-0.14267476,0.39578343,-0.21212991,-0.10480876,-0.10480876,-0.15146378,-0.16295412,-0.31433045,-0.1707477,0.01859811,-0.35554991,-0.17595284,-0.13843892,-0.49953681,-0.39788691,-0.04088927,-0.25003562,-0.15167709,-0.11944835,-0.30220288,-0.41761345
WALKING,0.28151325,-0.040800898,-0.13467496,0.93746757,-0.25840003,-0.034867064,-0.23332563,0.026585333,0.34066157,-0.049202381,0.088514793,0.019604124,-0.13278403,-0.037932658,-0.065283761,-0.063225767,-0.063225767,-0.12198932,-0.075164913,-0.27198253,-0.19711314,-0.058279826,-0.25261291,-0.2305614,-0.12439794,-0.45758603,-0.4048987,-0.064843113,-0.275699,-0.15097581,-0.1525068,-0.24978553,-0.37851993
WALKING,0.30388542,0.0027680377,-0.038613087,0.93719527,-0.26621211,-0.03442325,0.019032962,0.074249122,0.29578635,-0.017927118,0.10532781,0.079664131,-0.087034968,-0.29115427,0.29803128,-0.017610633,-0.017610633,-0.10161814,-0.099273959,-0.27478233,-0.23666293,0.095769616,-0.16416393,-0.24427471,0.013201164,-0.39531278,-0.36094486,-0.028597978,-0.19121952,-0.075130477,-0.1027928,-0.21108422,-0.28965059
WALKING,0.3541929,-0.012560935,-0.058680943,0.94782306,-0.265399,-0.030585939,0.16511669,-0.25047435,-0.26253378,-0.011481705,-0.15332276,0.11270213,-0.093964269,-0.26373019,-0.067837338,-0.035592505,-0.035592505,-0.051890081,-0.15365965,-0.2996404,-0.21376697,0.1882365,-0.22944501,-0.19421195,0.093233503,-0.3808327,-0.38726929,-0.1205568,-0.18758513,-0.0591392,-0.037076583,-0.27479762,-0.34136634
WALKING,0.22229785,-0.018659683,-0.11718642,0.95736507,-0.25851158,-0.030633221,-0.24161075,0.44647153,-0.09482976,0.012997123,-0.22759154,0.14288578,-0.18520624,-0.13287228,-0.14767475,-0.062178356,-0.062178356,-0.055646508,-0.12408931,-0.28909867,-0.1400821,0.18180734,-0.30269727,-0.13087614,0.033687393,-0.42484368,-0.3659316,-0.15285464,-0.16361966,-0.12987657,-0.033384888,-0.22141963,-0.34959232
WALKING,0.21448125,0.0099387454,-0.123073,0.95473147,-0.25421267,-0.027618421,0.4079873,0.36782479,-0.12301617,0.01465161,-0.19063654,0.10359785,-0.29718539,0.0025980694,-0.1300572,-0.072821245,-0.072821245,-0.086796765,-0.12638665,-0.27115443,-0.16044156,0.11766809,-0.29040059,-0.11761896,-0.089855109,-0.438019,-0.29259637,-0.10278939,-0.24237744,-0.11533525,-0.036035559,-0.16225687,-0.30163572
WALKING,0.32731657,-0.022255821,-0.1491439,0.94502756,-0.25147834,-0.024245992,0.39862391,-0.34500052,-0.16269563,-0.045532379,-0.14600639,0.0068022451,0.014000955,0.40399109,-0.47304526,-0.089840429,-0.089840429,-0.11413474,-0.12304422,-0.24979033,-0.1459075,0.11655763,-0.26081978,-0.16546798,-0.10585412,-0.45222392,-0.2647675,-0.0068208833,-0.17078802,-0.11492539,-0.11731484,-0.096642888,-0.23378097
WALKING,0.3490591,-0.022003784,-0.15005217,0.9433439,-0.24400324,-0.020724365,-0.16855486,0.011977358,0.086308398,-0.068353497,0.023946895,-0.013789422,-0.15539915,0.42745593,0.19241669,-0.11313628,-0.11313628,-0.098014076,-0.091700752,-0.22465346,-0.21723827,0.15986671,-0.29537396,-0.1965416,0.014085307,-0.47215737,-0.33639264,0.062868703,-0.12934161,-0.14382747,-0.13165627,-0.064486452,-0.14043862
WALKING,0.26468173,-0.0085919266,-0.10297373,0.94864827,-0.23438221,-0.018602576,-0.34398533,0.1807708,0.31833247,-0.065824483,0.10470954,0.095624123,-0.25653499,-0.31828038,0.31307491,-0.20671579,-0.20671579,-0.15230543,-0.13599397,-0.30267348,-0.19953205,0.022032211,-0.32765269,-0.20854438,-0.038311,-0.49079204,-0.39620795,-0.047367101,-0.15892536,-0.19711593,-0.16751229,-0.12906777,-0.27644041
WALKING,0.28431748,-0.027205815,-0.21230304,0.9564181,-0.26000305,-0.014160474,-0.19076115,-0.15830204,0.2725886,0.19160162,-0.075822649,-0.022387581,-0.32034437,0.23315486,0.020468126,-0.046277939,-0.046277939,-0.096391431,-0.039073593,-0.28645834,-0.13906724,0.11969439,-0.27105874,-0.08786895,-0.0090308483,-0.44351246,-0.26466365,-0.022227644,-0.17687207,-0.02293362,-0.064023916,-0.24314196,-0.35506576
WALKING,0.22172674,-0.02437697,-0.075076407,0.95149993,-0.26356251,-0.039357122,0.33935755,0.42578254,0.63417347,0.021483425,0.064451419,0.07278229,-0.1352012,0.039407764,0.22243,-0.0067882519,-0.0067882519,-0.07225395,-0.12962864,-0.33515804,-0.042235154,0.019272438,-0.28011376,-0.00058659491,-0.084717971,-0.43688721,-0.44597323,-0.13739699,-0.16882706,-0.03944066,-0.024979346,-0.28576637,-0.44716263
WALKING,0.29097148,-0.027810418,-0.042982545,0.93851389,-0.26841916,-0.036339041,0.21171574,-0.28489527,-0.16707997,-0.036618174,-0.089046514,0.15968851,0.036718467,-0.36810865,-0.16054515,-0.044258164,-0.044258164,-0.10687664,-0.19294622,-0.2998284,-0.10160818,-0.037894869,-0.3712348,-0.035564306,-0.10536495,-0.49159537,-0.3790012,-0.068570936,-0.29740815,-0.1417754,-0.014190613,-0.2332989,-0.2971822
WALKING,0.26108077,-0.015635621,-0.10258842,0.93447152,-0.26936496,-0.030656862,-0.19043777,-0.12737332,-0.45913331,-0.0329982,-0.16724048,0.17633661,0.055079886,-0.22013296,0.013602134,-0.041734145,-0.041734145,-0.049040264,-0.11201361,-0.16427708,-0.10138669,0.14147675,-0.27903807,-0.020791129,0.15724409,-0.42861504,-0.32007485,0.086356117,-0.16957476,-0.046588109,0.14902796,-0.12431494,-0.14724914
WALKING,0.25242505,0.0062773455,-0.12518006,0.93776033,-0.26882859,-0.029314983,0.18840843,-0.087939653,-0.35549964,-0.045132438,-0.26226896,0.055677772,-0.44250138,-0.053248324,-0.091127344,-0.083892745,-0.083892745,-0.1137836,-0.08864427,-0.20180057,-0.2253875,0.2631908,-0.28012234,-0.16457878,0.24896103,-0.4395482,-0.18030378,0.04777439,-0.27879358,-0.065555728,0.11159718,-0.076998524,-0.17288386
WALKING,0.35878664,-0.016954505,-0.15477656,0.93861575,-0.26828456,-0.026783007,-0.084283367,0.18478614,0.17062853,-0.066470623,0.0056453695,-0.028907552,-0.33879212,0.1731997,-0.04485294,-0.070705961,-0.070705961,-0.087147945,-0.093538752,-0.23656221,-0.20094001,0.28209227,-0.29508969,-0.20633466,0.16809665,-0.48986138,-0.23248793,-0.0018716628,-0.34783736,-0.0025289508,0.037196642,-0.085531348,-0.20679172
WALKING,0.256935,-0.010577401,-0.10544192,0.94075878,-0.25886389,-0.022928327,0.010782856,0.44068229,0.47352109,-0.047514722,0.14463725,0.061859023,0.14784692,0.21324376,0.14934834,-0.069540692,-0.069540692,-0.14261311,-0.14195426,-0.29604805,-0.17324885,0.23445238,-0.22498748,-0.19051226,0.091698045,-0.50836523,-0.3116387,-0.049073985,-0.31254769,-0.055347995,-0.070366165,-0.15697818,-0.25723608
WALKING,0.29855414,0.00079445569,-0.040695674,0.95022231,-0.24907103,-0.018489407,0.41774673,-0.32865084,0.048078345,-0.05995921,0.025881487,0.11552275,0.18695314,-0.11268219,-0.030516287,-0.086942954,-0.086942954,-0.20374475,-0.21146554,-0.36694566,-0.17090554,0.0037015146,-0.35903494,-0.21056189,-0.12967852,-0.52522565,-0.39636899,-0.16293441,-0.33745856,-0.16675188,-0.16543159,-0.27229264,-0.39669654
WALKING,0.30804575,-0.023300458,-0.07970154,0.9568354,-0.24566304,-0.019715884,-0.0037799747,-0.18764548,-0.22861387,-0.017010965,-0.13213207,0.1188107,0.02969876,-0.28120195,-0.12474305,-0.064423256,-0.064423256,-0.088474992,-0.15839268,-0.29703671,-0.17194118,0.15270123,-0.27350035,-0.12108708,-3.1199341e-05,-0.46027599,-0.37337778,-0.12974485,-0.23528596,-0.052787972,-0.006305701,-0.19874266,-0.33434807
WALKING,0.20356167,-0.03050523,-0.13709513,0.95367537,-0.24255418,-0.023026076,-0.075184253,0.24011216,-0.258532,0.03677459,-0.23541628,0.16695628,-0.16067999,-0.095764335,-0.080900177,-0.046465246,-0.046465246,-0.046028879,-0.11307203,-0.29347209,-0.16095451,0.25043745,-0.2785755,-0.11482179,0.11911546,-0.45208251,-0.41622349,-0.096523957,-0.22693502,-0.068781145,-0.018739839,-0.26829738,-0.36981263
WALKING,0.28056095,-0.011424653,-0.15619795,0.95226274,-0.25175686,-0.027116144,0.21473519,0.002129431,-0.18759248,0.0017780167,-0.17489594,0.081217617,-0.56239894,-0.055131597,-0.14439587,-0.066594317,-0.066594317,-0.085681968,-0.10537089,-0.28738884,-0.23835425,0.28918611,-0.32518854,-0.19121637,0.15660004,-0.49261846,-0.26704599,-0.099487838,-0.276371,-0.20435789,-0.066482075,-0.25351284,-0.35244174
WALKING,0.33216933,-0.034585828,-0.15926922,0.94715881,-0.26440906,-0.035544763,0.25865027,0.15102039,0.14898387,-0.033457017,-0.049285129,-0.031259712,-0.1433122,0.14885654,-0.25183324,-0.10472185,-0.10472185,-0.1108178,-0.094159584,-0.25288058,-0.16439515,0.10651951,-0.32709151,-0.14555034,0.032835852,-0.47631176,-0.34066304,-0.018104025,-0.21636396,-0.17183517,-0.076468804,-0.12484853,-0.26350024
